elec120V_readymix_plant,natgas_readymix_plant,electricity_120V,trans_truck,natgas_clinker,naturalgas,coal,"concrete, 34.5 Mpa - national avg, A1-A3 total_cementitious","concrete, 34.5 Mpa - national avg, A1-A3 q_electricity","concrete, 34.5 Mpa - national avg, A1-A3 q_NG","concrete, 34.5 Mpa - national avg, A1-A3 percent_SCM_replacement","concrete, 34.5 Mpa - national avg, A1-A3 plc_boolean","concrete, 34.5 Mpa - national avg, A1-A3 msw",Portland cement q_electricity,Portland limestone cement production q_electricity,market for Portland cement t_km,market for sand t_km,"market for gravel, crushed t_km",clinker production - North American q_coal,"A5, construction d_vol",gwp,ap,ep,odp,pocp,gwp_IPCC,gwp_EF2,gwp_CML
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Underground",469.6647796,4.315324,1.372386337,0.4,0,0,0.157021823,0.120610253,0.114042629,0.075441902,0.063767885,0.095648596,0,426.0365,1.294820673,0.160922619,1.98E-05,18.57505659,429.9002,434.5194,427.4685
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Underground",466.0632945,4.220221608,-0.336252155,0.1,0,0,0.166260473,0.182681932,0.114405045,0.07065897,0.074276371,0.112596536,0,426.4757,1.229422144,0.151885636,2.02E-05,13.0037018,430.2589,435.2478,427.9604
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Underground",406.2687926,4.160543403,0.585510815,0,0,0,0.186729371,0.144027359,0.108291656,0.068011077,0.055580831,0.099219486,0,372.7707,1.097633039,0.142956846,1.82E-05,14.28204492,376.1357,380.2955,374.0523
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Underground",406.2648248,4.900206278,0.977674207,0,0,0,0.150431772,0.159747177,0.090756973,0.065410369,0.063679328,0.115617743,0,389.1352,1.242062535,0.14669444,1.84E-05,16.5360542,392.8467,397.3911,390.5264
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Underground",449.5883234,3.465900859,1.671785379,0.4,0,0,0.164589137,0.133481071,0.127253311,0.057914201,0.069968537,0.091391056,0,409.1339,1.25578223,0.158810991,1.93E-05,19.04832297,412.8729,417.238,410.5036
Electricity; at user; consumption mix - Southwest Power Pool - BA,natural gas extraction and processing - Appalachian,"Electricity; at user; consumption mix - PJM Interconnection, LLC - BA","market for transport, freight, lorry 7.5-16 metric ton, EURO5 | transport, freight, lorry 7.5-16 metric ton, EURO5 | Cutoff, U",natural gas extraction and processing - San Juan,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Underground",417.3977558,4.168094371,1.31645325,0.4,0,0,0.143320319,0.157536565,0.098398886,0.068847709,0.065296044,0.100259475,0,384.9504,1.201208512,0.150619716,1.86E-05,17.28293687,388.5048,392.7433,386.2584
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Surface",443.5117132,3.917484406,0.450752961,0.5,0,0,0.154766216,0.139430915,0.127944617,0.065212232,0.073396679,0.103950767,0,390.8206,1.142049614,0.150150602,1.97E-05,13.78038145,392.4826,394.8497,391.1623
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Surface",410.5402343,3.755568631,-0.332301312,0.4,1,0,0.150614378,0.147005565,0.114665571,0.0588423,0.069498237,0.106769045,0,325.5538,0.917787026,0.130266705,1.79E-05,9.50484989,326.8238,328.8171,325.8126
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Surface",463.7329306,4.545989203,0.261421662,0.3,0,0,0.134476403,0.154916193,0.111748074,0.056260769,0.063449169,0.094463552,0,385.3492,1.072874214,0.145336288,1.87E-05,12.55068152,386.8923,389.1332,385.6677
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Surface",439.2153742,3.79560628,1.470046507,0,0,0,0.086905027,0.093734291,0.11359906,0.065325323,0.069608848,0.112593229,0,395.7204,1.290287061,0.154409683,1.93E-05,17.62880847,397.5415,399.8991,396.0432
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Surface",428.8990723,4.350162484,0.628933004,0.1,0,0,0.116558608,0.175018619,0.099795186,0.060974762,0.049877206,0.086346234,0,349.5831,0.977415054,0.138629312,1.74E-05,12.57948416,351.0592,353.0582,349.8935
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Surface",390.6819012,4.313084339,-0.427296801,0.5,0,0,0.105356645,0.119219809,0.116495164,0.070134033,0.077242972,0.095791987,0,324.6312,0.863499184,0.135006355,1.88E-05,8.40026092,325.7817,327.6616,324.849
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Surface",405.5303371,3.812000874,0.929879924,0,0,0,0.144124277,0.171493864,0.110301228,0.074820257,0.06119607,0.102988315,0,362.5531,1.102651254,0.145263716,1.87E-05,14.63881245,364.2196,366.4284,362.8962
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Surface",412.1318597,3.89166161,1.440582307,0.3,0,0,0.08540742,0.131811579,0.094555061,0.076760735,0.063068456,0.108569461,0,369.6115,1.197044829,0.148922327,1.86E-05,16.6616419,371.3392,373.5395,369.9255
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Surface",403.8930688,4.300935982,0.258655566,0.5,0,0,0.175077955,0.130582012,0.104499524,0.072496127,0.062639547,0.104048101,0,358.8889,1.036528226,0.140398425,1.86E-05,12.23967002,360.4288,362.6411,359.22
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Appalachian,Electricity; at user; consumption mix - Salt River Project Agricultural Improvement and Power District - BA,"market for transport, freight, lorry 7.5-16 metric ton, EURO6 | transport, freight, lorry 7.5-16 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Green River,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, BIT, Surface",432.5014524,3.969682362,0.255118042,0.3,0,0,0.118058378,0.17268434,0.093882577,0.069154947,0.066271474,0.079519133,0,344.3037,0.900271398,0.140152246,1.83E-05,10.89735892,345.6697,347.6084,344.5993
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Surface",445.7416636,3.999349593,1.084319983,0,0,0,0.183313318,0.127263156,0.121553268,0.067862198,0.071500126,0.098415027,0,404.1872,1.173304189,0.143514165,1.79E-05,15.75521683,407.5995,411.7916,405.4523
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Surface",392.7074023,4.250068612,1.424839767,0.5,0,0,0.129442989,0.134557487,0.129843184,0.059739366,0.060297281,0.099045305,0,355.3017,1.088034679,0.135130314,1.66E-05,15.62623414,358.4203,362.133,356.4301
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Surface",488.7770034,4.107303747,0.768034137,0.1,0,0,0.128620922,0.139835337,0.11739902,0.070663637,0.07475887,0.106091208,0,433.3505,1.269805374,0.147930235,1.86E-05,15.5382449,437.0359,441.7058,434.7341
"Electricity; at user; consumption mix - Midcontinent Independent System Operator, Inc. - BA",natural gas extraction and processing - Permian,Electricity; at user; consumption mix - South Carolina Electric & Gas Company - BA,"market for transport, freight, lorry 16-32 metric ton, EURO6 | transport, freight, lorry 16-32 metric ton, EURO6 | Cutoff, U",natural gas extraction and processing - Uinta,natural gas extraction and processing - Appalachian,"coal extraction and processing - Northern Appalachia, WC, Surface",389.0492139,3.999201124,-0.004732489,0,0,0,0.187874033,0.11943086,0.129979017,0.061624988,0.067588849,0.101439339,0,348.6208,0.949110147,0.126954493,1.69E-05,10.42255397,351.4363,355.129,349.7024
