providers_electricity,providers_heat,providers_billet_steel,providers_iron_forEAF,providers_naturalgas,providers_iron_forBOF,providers_coal,"fabrication, rebar wf","fabrication, rebar elec","hot rolling, billets elec","hot rolling, billets wf","steel production, EAF scrap_pct","steel production, EAF wf","steel production, EAF kWh_EAF","steel production, BOF scrap_pct","steel production, BOF wf","iron production, blast furnace co2_kg",gwp,ap,ep,odp,pocp
Electricity; at grid; generation mix - ISO-NE,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Lignite, LIG, Surface",0.06324111,0.075958871,0.151470022,0,0.96364301,0.043066445,0.611647141,0.156573517,0.085460963,0.939092969,0.942,0.002366915,0.001061775,2.33E-08,0.058435811
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Processing",0.08392748,0.074889322,0.157345792,0,0.960248209,0.024711299,0.530424758,0.148608192,0.102228668,0.821836394,1.2649,0.004006534,0.001139038,3.14E-08,0.091297953
Electricity; at grid; generation mix - Duke Energy Carolinas,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Processing",0.058221216,0.076175329,0.136557865,0,0.972369102,0.02474611,0.584532552,0.149808113,0.127320166,0.789974649,0.7883,0.002000583,0.001009373,1.89E-08,0.047546165
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Processing",0.051785176,0.075514834,0.157616952,0,0.979301275,0.023330356,0.638668019,0.150735892,0.145991148,1.017479446,0.8194,0.002216307,0.001020703,1.57E-08,0.068812188
Electricity; at grid; generation mix - JEA,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.059047045,0.076926449,0.163773817,0,0.979721152,0.047709907,0.533062473,0.145862443,0.079543445,0.872159236,1.4338,0.003473865,0.001064742,2.80E-08,0.075914968
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Processing",0.056384206,0.077343536,0.141982944,0,0.974072947,0.016999451,0.497852492,0.154587769,0.11102393,0.972515848,1.0919,0.003092009,0.001038937,2.81E-08,0.066262867
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Underground",0.080545328,0.075085368,0.144122775,0,0.962323372,0.026513037,0.629558778,0.150785465,0.113643175,1.033366933,1.0194,0.002627906,0.001051786,2.22E-08,0.05568546
Electricity; at grid; generation mix - Western Area Power Administration - Desert Southwest Region,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Surface",0.076561386,0.076082371,0.163439244,0,0.966415233,0.048116535,0.59646647,0.15361932,0.137494944,0.849636861,0.7235,0.00203824,0.001036572,2.01E-08,0.049097138
Electricity; at grid; generation mix - Tennessee Valley Authority,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Surface",0.080045794,0.075191418,0.160408969,0,0.977110705,0.010310353,0.483377519,0.147466629,0.147834722,0.760164638,0.9521,0.002585783,0.001045525,2.25E-08,0.054692393
Electricity; at grid; generation mix - Western Area Power Administration - Desert Southwest Region,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Underground",0.084060698,0.077123374,0.137237742,0,0.966360263,0.034018958,0.468986884,0.15575867,0.103344866,0.905948263,0.7027,0.002013332,0.001039623,1.97E-08,0.047978189
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Lignite, LIG, Surface",0.073518232,0.075517376,0.139122674,0,0.963759543,0.041803904,0.504897316,0.144603134,0.143251447,0.887778964,0.7797,0.002154447,0.001040075,1.60E-08,0.065176621
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, WC, Surface",0.087790521,0.074131389,0.140856566,0,0.966445406,0.042075064,0.599569147,0.146749147,0.068085578,0.875958804,0.8779,0.00243086,0.001083045,1.77E-08,0.071780445
Electricity; at grid; generation mix - ISO-NE,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.069000435,0.074044623,0.163524528,0,0.974530202,0.014397226,0.504287285,0.148792087,0.133109091,0.993502033,0.8439,0.002105963,0.001025297,2.12E-08,0.054110424
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Surface",0.057630317,0.075517201,0.132197956,0,0.966859187,0.045683516,0.446647953,0.145947568,0.05658724,0.878773121,0.9565,0.002869633,0.001046535,2.04E-08,0.068089189
Electricity; at grid; generation mix - Western Area Power Administration - Rocky Mountain Region,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.073398512,0.074871639,0.141972245,0,0.967012536,0.035252249,0.588445448,0.148662482,0.076835251,0.945090701,1.4619,0.002883186,0.001064289,3.12E-08,0.0637916
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Surface",0.080784297,0.076651504,0.132531128,0,0.971542815,0.026097719,0.628796274,0.151639014,0.080469939,0.987734496,1.2576,0.00354374,0.001099378,3.19E-08,0.074150125
Electricity; at grid; generation mix - Florida Power & Light Co.,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Surface",0.080859816,0.07586014,0.14064685,0,0.978644715,0.031843214,0.477544833,0.161706897,0.115361849,0.827657597,0.8278,0.00219703,0.001040189,1.51E-08,0.058605408
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Piceance,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Underground",0.070280443,0.075609397,0.164031255,0,0.973245383,0.031328055,0.582616347,0.145100087,0.060085082,0.862090401,1.2478,0.003467791,0.001080753,3.13E-08,0.072820864
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - West/Northwest, WC, Surface",0.055935273,0.075428834,0.136405214,0,0.971672799,0.010744773,0.559362143,0.153264889,0.092828901,0.880546301,1.0032,0.002659558,0.001037592,2.22E-08,0.056244483
Electricity; at grid; generation mix - Tennessee Valley Authority,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Processing",0.069922589,0.074676523,0.137225803,0,0.969049839,0.016756239,0.497532214,0.151856108,0.084781439,0.915828586,0.9416,0.002918723,0.001053069,2.14E-08,0.069433758
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Processing",0.078168093,0.075613481,0.13727867,0,0.973074721,0.046890036,0.506302245,0.153385569,0.100188907,0.798513333,1.1586,0.003676674,0.00109302,2.86E-08,0.085961325
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - West/Northwest, WC, Surface",0.067780897,0.075992556,0.159909077,0,0.964205242,0.042302395,0.579422279,0.152782508,0.098618876,0.875371255,1.1235,0.003393936,0.001095835,2.34E-08,0.078183263
"Electricity; at grid; generation mix - City of Tacoma, Department of Public Utilities, Light Division","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Surface",0.054746992,0.076354328,0.163509403,0,0.969907097,0.01649525,0.607729114,0.148570382,0.072668065,0.934494085,0.776,0.002194459,0.000996814,1.57E-08,0.041442695
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Surface",0.085409912,0.076461379,0.156489074,0,0.97126636,0.030592078,0.408522135,0.144190961,0.103106701,0.900671875,1.1049,0.003156941,0.001086085,2.88E-08,0.066963676
Electricity; at grid; generation mix - Salt River Project Agricultural Improvement and Power District,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Surface",0.057198951,0.076453503,0.151981985,0,0.965794019,0.028180974,0.541650345,0.147485205,0.127278276,0.854614045,0.8596,0.002112436,0.001017145,2.05E-08,0.052858131
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.084445421,0.074229229,0.160685107,0,0.963867496,0.038485435,0.513885274,0.15193049,0.06393533,0.914552018,1.0434,0.003123285,0.001084062,2.17E-08,0.073949837
Electricity; at grid; generation mix - Western Area Power Administration - Desert Southwest Region,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Fort Worth,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Surface",0.051015853,0.074393762,0.164635581,0,0.96631417,0.025852744,0.504877416,0.145525251,0.131796258,0.953208252,0.6452,0.001827179,0.000987294,1.80E-08,0.046309984
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Underground",0.053702595,0.075327792,0.133526208,0,0.962670216,0.016426311,0.444367262,0.15250069,0.058184096,0.986122768,0.7818,0.002199408,0.001033857,1.68E-08,0.053291729
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Underground",0.063406767,0.076971097,0.133481264,0,0.964194277,0.024940466,0.475954733,0.146527555,0.052927115,0.765890498,1.0187,0.002920807,0.001066611,2.04E-08,0.077456342
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Gulf Lignite, LIG, Surface",0.076197266,0.075104767,0.15344951,0,0.968644329,0.040913794,0.542708393,0.160576591,0.071239585,0.957023448,0.5846,0.001755262,0.001005527,1.71E-08,0.04268564
Electricity; at grid; generation mix - PacifiCorp East,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Surface",0.080439199,0.07461496,0.162284861,0,0.973374506,0.027175294,0.513677892,0.147681902,0.104853374,0.890978386,1.2846,0.003094235,0.001072976,3.26E-08,0.069356633
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Import, BIT, Surface",0.088155587,0.075561453,0.14498257,0,0.968179389,0.030584165,0.444272574,0.155072374,0.072490709,0.839296966,0.9644,0.002574918,0.001068068,2.22E-08,0.05437974
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.055352345,0.075093496,0.149997957,0,0.973444151,0.02141672,0.49343353,0.15481434,0.068217451,0.870881725,1.1443,0.003268691,0.001059579,2.92E-08,0.069451693
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Surface",0.076812924,0.076729076,0.149455921,0,0.971142349,0.031831489,0.49714408,0.151855732,0.064073552,0.951773901,0.9881,0.00260687,0.001058355,2.22E-08,0.05485793
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.053140668,0.075981618,0.155088108,0,0.979153502,0.025033499,0.621495663,0.138061678,0.065833446,0.994765888,1.2274,0.003449635,0.001059822,3.10E-08,0.072431128
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Powder River Basin, BIT, Surface",0.086523033,0.076052037,0.16199783,0,0.976969563,0.044703038,0.462986547,0.148691009,0.135346771,0.910913797,0.7795,0.002158681,0.00104048,1.59E-08,0.065242798
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Processing",0.06672004,0.077038835,0.149808862,0,0.96079733,0.027384603,0.627259591,0.150888062,0.070448059,0.919394534,0.9308,0.002980604,0.001100496,1.78E-08,0.090814354
Electricity; at grid; generation mix - Balancing Authority of Northern California,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.059726067,0.076765506,0.133443656,0,0.960847045,0.040154692,0.490648782,0.157078692,0.132200428,0.881759679,0.8151,0.002053587,0.001017435,1.49E-08,0.055610858
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Surface",0.060569729,0.075081016,0.147767143,0,0.977811288,0.038782687,0.408949834,0.157899495,0.085871457,0.921156426,1.0283,0.002928609,0.001032736,2.67E-08,0.062869928
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Surface",0.073148868,0.076692814,0.132877534,0,0.965606479,0.048478894,0.565205737,0.145462862,0.123289508,1.008484887,0.9696,0.002518073,0.001038182,2.14E-08,0.053734018
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Surface",0.076186542,0.07770059,0.15335248,0,0.962839549,0.047882462,0.513909912,0.158258641,0.14847486,0.949847279,1.1346,0.003205452,0.001069867,2.91E-08,0.068450789
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Underground",0.064837816,0.076793282,0.161419707,0,0.974104353,0.02539599,0.566957766,0.149647759,0.134986427,0.78065762,1.1687,0.00328075,0.001058659,2.98E-08,0.06977654
Electricity; at grid; generation mix - Tennessee Valley Authority,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Underground",0.053835553,0.076124535,0.149086994,0,0.964417201,0.045406657,0.596827504,0.141288574,0.053761534,0.907062956,0.9986,0.002677509,0.001037986,2.34E-08,0.054779712
Electricity; at grid; generation mix - Tennessee Valley Authority,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Underground",0.085599475,0.074592172,0.161142623,0,0.979722425,0.021156502,0.498807745,0.148733618,0.13470753,0.819135622,0.967,0.002975961,0.001063977,2.18E-08,0.07065088
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - San Juan,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, WC, Surface",0.053857951,0.07528778,0.140924217,0,0.968348865,0.016662819,0.514771622,0.148703721,0.118464157,0.883038396,0.9592,0.00251328,0.001017942,2.07E-08,0.055604339
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Underground",0.081553679,0.077334933,0.149941815,0,0.963669794,0.030146147,0.594159306,0.151327722,0.089453367,0.880402569,1.0148,0.002650372,0.001049307,2.20E-08,0.056760975
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Surface",0.053287544,0.075445501,0.155607874,0,0.961048471,0.041459281,0.498633986,0.149010721,0.110546752,0.753499582,0.9786,0.002624128,0.001042691,2.23E-08,0.055065558
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Import, SUB, Surface",0.06667909,0.075343183,0.148708101,0,0.971871682,0.037585556,0.503234446,0.140208803,0.060181366,0.938089448,1.1037,0.00298782,0.001057721,2.86E-08,0.060914462
Electricity; at grid; generation mix - Florida Power & Light Co.,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Processing",0.085482622,0.075855819,0.140686134,0,0.967230035,0.013379462,0.5289646,0.144661773,0.086778487,0.90604955,0.9141,0.002432933,0.001073531,1.67E-08,0.063134727
Electricity; at grid; generation mix - PacifiCorp East,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Underground",0.076413923,0.075004972,0.146392682,0,0.978008105,0.023457863,0.480704273,0.148415889,0.087422286,0.73971456,1.2368,0.003391226,0.001077164,3.04E-08,0.083739786
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Processing",0.059635071,0.076928946,0.15456671,0,0.975111463,0.032267912,0.507450152,0.142888498,0.089345387,0.928620363,1.023,0.003076241,0.001051626,2.10E-08,0.073231075
Electricity; at grid; generation mix - Tennessee Valley Authority,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Import, BIT, Surface",0.077589049,0.075476958,0.159507119,0,0.971136739,0.025543959,0.503432172,0.153874073,0.062054145,0.981628703,0.9638,0.002591211,0.001048336,2.29E-08,0.053674997
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Fort Worth,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Surface",0.072886379,0.075181818,0.132196664,0,0.977904585,0.024496818,0.45968391,0.15492156,0.100713854,0.785939412,1.0052,0.002518376,0.001051857,2.12E-08,0.061702557
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Surface",0.074170229,0.075010291,0.147048497,0,0.970424624,0.045904828,0.547361077,0.144376426,0.070699847,0.857487973,1.0106,0.002659175,0.00105788,2.25E-08,0.055698348
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.084901386,0.076620295,0.164456115,0,0.968935797,0.023383934,0.506564119,0.144770421,0.094840214,1.042795636,1.1968,0.003397534,0.001094497,3.07E-08,0.071108815
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Surface",0.05078608,0.073882472,0.162652373,0,0.970161183,0.029694453,0.464455324,0.147732617,0.103292377,0.789982546,0.9485,0.002534244,0.001027788,2.16E-08,0.053457619
Electricity; at grid; generation mix - Tampa Electric Company,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Surface",0.066426584,0.076332327,0.15524178,0,0.968896989,0.010182878,0.447601349,0.145524404,0.050423173,0.939151958,1.0806,0.002737504,0.001046511,2.01E-08,0.063672316
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Import, BIT, Surface",0.060993112,0.075434266,0.162342614,0,0.971952261,0.030798013,0.545794252,0.1438596,0.083951212,0.97806381,0.86,0.002793918,0.001070489,1.66E-08,0.074116664
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Processing",0.063312706,0.076327215,0.157555915,0,0.978872618,0.037311279,0.579294975,0.155749217,0.102796528,0.765704184,1.0921,0.003280559,0.001072719,2.25E-08,0.076685292
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Surface",0.072858331,0.076480667,0.154892254,0,0.973357273,0.042074493,0.56994096,0.145910805,0.0827859,0.866122771,0.8383,0.002363142,0.001051935,1.67E-08,0.058377946
Electricity; at grid; generation mix - Idaho Power Company,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - West/Northwest, WC, Surface",0.082812464,0.077734388,0.162827734,0,0.974620206,0.027136719,0.557953475,0.145601135,0.140611634,0.964052509,0.6121,0.001875119,0.001032367,1.60E-08,0.046970978
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Import, BIT, Surface",0.053640489,0.076416077,0.150884707,0,0.978018692,0.025178058,0.589943067,0.15313241,0.061555106,0.778759467,0.7796,0.002140593,0.00101399,1.53E-08,0.054117355
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Surface",0.076268876,0.075188653,0.14362752,0,0.975607954,0.046858609,0.538185792,0.147754917,0.065034241,0.894980855,0.9969,0.002602018,0.001047351,2.22E-08,0.05467983
Electricity; at grid; generation mix - Tampa Electric Company,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, SUB, Surface",0.079629166,0.074270023,0.134587783,0,0.972867093,0.014081351,0.539929893,0.156286387,0.14326893,0.850225203,1.1859,0.003025866,0.001078624,2.19E-08,0.068651867
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Underground",0.077863582,0.076544845,0.140662542,0,0.963091101,0.048198566,0.691617341,0.147034521,0.092984451,1.005723884,0.9651,0.003043477,0.001112577,1.79E-08,0.093448825
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Processing",0.051023462,0.07606494,0.14407899,0,0.969605699,0.039600409,0.542787209,0.144610134,0.064323845,0.939166876,1.1733,0.003315219,0.001060635,3.00E-08,0.069819046
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Lignite, LIG, Surface",0.061794654,0.07526256,0.156894474,0,0.966295583,0.037756347,0.543211197,0.149394093,0.143626947,0.969631017,0.7947,0.00217204,0.001026555,1.59E-08,0.06656364
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Underground",0.080758367,0.076781105,0.136288154,0,0.976460897,0.031637809,0.553829838,0.148409063,0.055668969,0.937490407,0.781,0.002156358,0.001037825,1.56E-08,0.054442901
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Central Interior, LIG, Surface",0.075345879,0.075906604,0.150357067,0,0.963477062,0.012720254,0.555826189,0.149101873,0.079648359,0.814698985,1.1092,0.003357793,0.00110125,2.34E-08,0.077719823
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.052360962,0.073872374,0.157661225,0,0.977144722,0.02748816,0.552521097,0.152417976,0.11541938,0.994516652,0.9909,0.002564948,0.001023909,2.19E-08,0.053858425
