providers_electricity,providers_heat,providers_billet_steel,providers_iron_forEAF,providers_naturalgas,providers_iron_forBOF,providers_coal,"fabrication, rebar wf","fabrication, rebar elec","hot rolling, billets elec","hot rolling, billets wf","steel production, EAF scrap_pct","steel production, EAF wf","steel production, EAF kWh_EAF","steel production, BOF scrap_pct","steel production, BOF wf","iron production, blast furnace co2_kg",gwp,ap,ep,odp,pocp
Electricity; at grid; generation mix - Nevada Power Company,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Underground",0.081667569,0.075058485,0.157196353,0,0.978349187,0.033951521,0.567181002,0.148055303,0.1141339,0.929117188,0.977,0.002385299,0.001047082,1.66E-08,0.076980236
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Surface",0.057689066,0.075279511,0.159345155,0,0.972811971,0.01397133,0.487054773,0.154193447,0.117345824,0.939006973,1.0452,0.002815531,0.001032814,2.72E-08,0.058104019
Electricity; at grid; generation mix - Florida Power & Light Co.,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Surface",0.075489337,0.076303727,0.153190723,0,0.97622606,0.041538592,0.661840885,0.163243902,0.125258988,0.897513397,0.9479,0.002501676,0.001062458,1.61E-08,0.065536215
Electricity; at grid; generation mix - PacifiCorp West,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Powder River Basin, SUB, Surface",0.073814823,0.076207948,0.141480057,0,0.969890526,0.031438213,0.471903315,0.155012246,0.091335189,0.871629913,0.7242,0.001902162,0.00101678,1.62E-08,0.049848895
"Electricity; at grid; generation mix - Electric Energy, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Central Interior, LIG, Surface",0.064102818,0.077018396,0.157457803,0,0.971586113,0.045883159,0.495043496,0.149482699,0.14004453,0.822481687,1.4879,0.004890208,0.001087166,4.23E-08,0.073140408
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Surface",0.065846716,0.07504055,0.13421995,0,0.961932262,0.024539302,0.52743501,0.150373578,0.093007251,0.98796032,0.7795,0.002139836,0.001029688,1.60E-08,0.064981482
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, SUB, Surface",0.055421685,0.075386299,0.147665877,0,0.975418149,0.021707149,0.486543284,0.146301439,0.089421245,0.925284001,0.9897,0.002956899,0.001045785,2.07E-08,0.07013799
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Underground",0.065999694,0.076540961,0.164929343,0,0.963815586,0.039149216,0.493586981,0.146970694,0.095661971,0.797887066,1.1597,0.003680138,0.001087277,2.87E-08,0.085834489
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Surface",0.080959019,0.076278066,0.163822143,0,0.972635608,0.044844729,0.543607585,0.149609949,0.121405962,0.874181995,1.2083,0.00340996,0.001087593,3.09E-08,0.071566221
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Import, SUB, Surface",0.063268387,0.076705354,0.1450564,0,0.96738347,0.017043303,0.497329998,0.146382829,0.072738637,0.771474746,0.571,0.001720773,0.000993405,1.68E-08,0.04184301
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Processing",0.087841138,0.07665637,0.154172029,0,0.975435512,0.034193784,0.553831552,0.151876544,0.068230068,0.862645282,1.1789,0.003302686,0.001074073,3.00E-08,0.07059344
Electricity; at grid; generation mix - ISO-NE,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Central Interior, LIG, Surface",0.08745152,0.07824404,0.138983017,0,0.968465319,0.010733376,0.496991097,0.143629681,0.06754718,0.999598944,0.8977,0.002298982,0.001067626,2.27E-08,0.056445275
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Surface",0.085185106,0.075264785,0.154517758,0,0.974373962,0.029816453,0.630375582,0.146195464,0.111362636,0.947661883,1.1488,0.002771434,0.001085193,2.30E-08,0.06707956
Electricity; at grid; generation mix - Balancing Authority of Northern California,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Surface",0.068388937,0.074890536,0.146192348,0,0.963744328,0.027036878,0.556160092,0.144035564,0.101769826,0.981606212,0.8551,0.002123242,0.001028221,1.50E-08,0.057889411
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Underground",0.061407312,0.074803422,0.135786278,0,0.975264817,0.047729245,0.504567659,0.149836564,0.05348419,0.930009401,1.0367,0.003107724,0.001069522,2.18E-08,0.072499421
Electricity; at grid; generation mix - South Carolina Electric & Gas Company,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Surface",0.07911586,0.076205137,0.152239735,0,0.964783271,0.048930844,0.480215164,0.153382393,0.110713724,0.806333239,0.9197,0.002199178,0.001030457,2.00E-08,0.051196494
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Powder River Basin, BIT, Surface",0.078862836,0.075922058,0.151703214,0,0.970560826,0.02374506,0.485046627,0.141473152,0.053276962,0.921722464,0.9833,0.002599417,0.001059055,2.22E-08,0.054759842
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - San Juan,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, SUB, Surface",0.067926062,0.074511725,0.135315195,0,0.972052944,0.037118704,0.579016973,0.156441746,0.134167408,0.973681378,1.1294,0.003377203,0.001088994,2.27E-08,0.080147402
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Surface",0.061435071,0.077477959,0.14964776,0,0.963248145,0.031785577,0.411169015,0.150340755,0.091536771,0.930696835,0.622,0.001883881,0.001017914,1.81E-08,0.043866758
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Surface",0.08032811,0.076069904,0.157844547,0,0.967302326,0.015231931,0.672744535,0.151125184,0.107416127,0.798538158,1.1004,0.002854779,0.001071473,2.39E-08,0.05927187
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Processing",0.073924192,0.075902755,0.163391249,0,0.971510006,0.024145789,0.499353873,0.152576398,0.072064853,0.802003512,0.9596,0.002524828,0.001033156,2.11E-08,0.054543028
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - San Juan,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Processing",0.070660248,0.076260458,0.15309067,0,0.97446649,0.012582457,0.673215893,0.147670407,0.079453938,0.849450518,1.2005,0.003585729,0.001100215,2.36E-08,0.08506183
Electricity; at grid; generation mix - Seminole Electric Cooperative,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Surface",0.055945113,0.075360965,0.139571454,0,0.97854002,0.010771096,0.52987202,0.160016377,0.143857653,0.924838261,1.2728,0.002766628,0.001030181,2.73E-08,0.057540734
Electricity; at grid; generation mix - Salt River Project Agricultural Improvement and Power District,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Processing",0.070003243,0.076216819,0.144925435,0,0.976033123,0.041743569,0.551333167,0.151011145,0.127617593,0.841926649,0.9035,0.002243904,0.001040939,2.16E-08,0.054912374
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.056087799,0.07569944,0.15378581,0,0.964677395,0.016779407,0.506647234,0.15325239,0.069995377,0.947530667,1.0549,0.002844843,0.001036456,2.75E-08,0.058590035
