providers_electricity,providers_heat,providers_bloom_steel,providers_iron_forEAF,providers_naturalgas,providers_iron_forBOF,providers_coal,"fabrication, heavy section wf","fabrication, heavy section elec","hot rolling, blooms elec","steel production, EAF scrap_pct","steel production, EAF wf","steel production, EAF kWh_EAF","steel production, BOF scrap_pct","steel production, BOF wf","iron production, blast furnace co2_kg",gwp,ap,ep,odp,pocp
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Processing",0.066243912,0.075009122,0.042732166,0.815437961,0.036782232,0.510616886,0.154533848,0.121407121,0.936568021,1.2997,0.003822195,0.001249874,3.57E-08,0.072952389
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Gulf Lignite, LIG, Surface",0.06286449,0.073939843,0.033004983,0.900714692,0.023137964,0.46034236,0.15226367,0.061164311,0.826345012,0.5603,0.001743217,0.001027793,1.74E-08,0.042278957
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Powder River Basin, BIT, Surface",0.079910698,0.075661818,0.042451822,0.87297818,0.045667357,0.466139098,0.143761537,0.09639445,1.02611392,1.1921,0.003610086,0.001217466,2.65E-08,0.086979576
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Processing",0.087396367,0.076022585,0.036133945,0.86855516,0.015796758,0.429224228,0.155579846,0.104598084,0.918674774,0.931,0.002791004,0.001186077,2.27E-08,0.070771662
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Processing",0.064095766,0.07641597,0.034371958,0.798203003,0.033157332,0.576837783,0.149128663,0.050045,0.833450068,1.2278,0.003629484,0.001253299,3.12E-08,0.070214206
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - San Juan,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Processing",0.05490725,0.076214693,0.038330868,0.893042434,0.038261928,0.439807492,0.14464621,0.135858108,0.928192838,0.9237,0.002403491,0.001058685,2.03E-08,0.060123626
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.055214389,0.076521179,0.042537922,0.861224044,0.015473118,0.530284458,0.153459053,0.074798416,0.914392542,0.9757,0.002875061,0.001168217,2.27E-08,0.073767051
Electricity; at grid; generation mix - Duke Energy Carolinas,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Central Interior, LIG, Surface",0.078100615,0.076120836,0.035803409,0.857625789,0.012799144,0.644398945,0.158858229,0.149998175,0.976195064,1.0294,0.002871692,0.001183792,2.65E-08,0.060937121
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Processing",0.070731433,0.075125028,0.04291797,0.825336129,0.036099586,0.506154792,0.154154382,0.066813373,1.008487243,0.8989,0.002519018,0.001098013,2.23E-08,0.053766788
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Lignite, LIG, Surface",0.0882147,0.076917239,0.038326499,0.800486521,0.026950848,0.500707692,0.150543684,0.137106547,0.905510967,0.5921,0.001924159,0.001102668,1.93E-08,0.046264047
Electricity; at grid; generation mix - Public Service Company of Colorado,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Surface",0.086377353,0.07334665,0.038555754,0.867814466,0.012877911,0.48811131,0.142939797,0.066105355,0.827346806,0.9341,0.002349522,0.001102123,2.36E-08,0.055950851
Electricity; at grid; generation mix - ISO-NE,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Powder River Basin, BIT, Surface",0.068908966,0.074596975,0.039328974,0.879322166,0.036919571,0.499634951,0.158787568,0.141659387,0.964734543,0.7998,0.002123972,0.001071805,2.15E-08,0.053255528
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Processing",0.067817376,0.077563014,0.038338403,0.896311559,0.022980815,0.47031515,0.147445199,0.11859925,0.895685429,0.7613,0.002613809,0.001086278,1.64E-08,0.070309698
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.072421048,0.074709295,0.033050214,0.888258263,0.020722187,0.506750114,0.149538948,0.119026892,0.840153915,1.2019,0.003592385,0.00116936,3.26E-08,0.072845087
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Processing",0.084263749,0.07606803,0.040318224,0.823286238,0.022625343,0.568074274,0.158643574,0.109686652,1.007400381,1.1138,0.003277764,0.001146679,3.04E-08,0.069881763
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Surface",0.053787341,0.076144331,0.034842599,0.817726905,0.045915341,0.552506489,0.148708075,0.132204622,1.04637332,1.0928,0.003201687,0.001219617,2.48E-08,0.069311193
Electricity; at grid; generation mix - Duke Energy Progress East,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Underground",0.084991255,0.076273474,0.040702943,0.829616612,0.049831309,0.60112004,0.151643181,0.071002372,0.923501794,1.1583,0.00331687,0.001239556,3.09E-08,0.068276332
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Underground",0.088569611,0.076339617,0.034280385,0.874424762,0.022638512,0.583231626,0.14402671,0.103445895,0.830454002,1.0083,0.002975744,0.001190979,2.27E-08,0.078002431
"Electricity; at grid; generation mix - Duke Energy Florida, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Powder River Basin, BIT, Surface",0.084036423,0.075978669,0.03485623,0.829747643,0.014358884,0.552951488,0.15194905,0.074590833,0.987824849,1.3786,0.003688668,0.001257052,2.91E-08,0.081448517
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Surface",0.080771171,0.077305105,0.035219485,0.863859527,0.044474135,0.507732836,0.159394558,0.066460146,0.835607524,1.0079,0.002838442,0.001105453,2.77E-08,0.059012061
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Processing",0.07790323,0.074174562,0.0434789,0.831544073,0.017735207,0.492095208,0.149272875,0.148421392,0.901793654,0.5936,0.001919175,0.001078432,1.87E-08,0.046371877
Electricity; at grid; generation mix - PUD No. 1 of Douglas County,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Underground",0.071792282,0.075331601,0.036580319,0.876417885,0.017035115,0.537408612,0.155532215,0.096050587,0.818907092,0.5195,0.002106589,0.001062024,1.61E-08,0.056573817
Electricity; at grid; generation mix - Seminole Electric Cooperative,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Underground",0.063452918,0.078311517,0.033978895,0.847677098,0.048904264,0.539533891,0.151147331,0.144818791,0.861865334,1.1707,0.002656853,0.001085843,2.71E-08,0.055714426
Electricity; at grid; generation mix - Tennessee Valley Authority,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Powder River Basin, BIT, Surface",0.080462248,0.075841715,0.043040433,0.888763554,0.02632174,0.588576787,0.148174038,0.082024757,0.891937065,1.083,0.003071543,0.001156517,2.73E-08,0.061163064
Electricity; at grid; generation mix - Duke Energy Progress East,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Surface",0.053257764,0.07602627,0.043227985,0.86011902,0.043898936,0.542602497,0.153776509,0.10040934,0.973375501,0.8031,0.00225128,0.001064922,2.22E-08,0.052011248
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, SUB, Surface",0.05033444,0.074787222,0.041717375,0.841984575,0.010315558,0.419130124,0.157624455,0.114212561,0.847776138,0.557,0.001781964,0.001044581,1.79E-08,0.04284047
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Fort Worth,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.054722354,0.075190136,0.036406469,0.863346148,0.039068565,0.471377009,0.143701718,0.141395828,1.036244785,1.2493,0.003671047,0.001181792,3.30E-08,0.074654332
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Processing",0.066215666,0.076201123,0.042422966,0.871751971,0.03017821,0.45360169,0.146873194,0.074810158,0.923909812,0.758,0.002416753,0.001132952,2.30E-08,0.051980475
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.057931838,0.077248276,0.039553749,0.797763766,0.024113528,0.473802281,0.157787539,0.117913402,0.834237924,1.2665,0.003819009,0.001252012,3.58E-08,0.072486651
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Gulf Lignite, LIG, Surface",0.054715288,0.077576432,0.035824374,0.857668459,0.036592536,0.561486612,0.154331142,0.125307356,0.871600863,0.9692,0.002940488,0.001172503,2.29E-08,0.075053804
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Underground",0.084748551,0.076231358,0.034275383,0.865379505,0.01123547,0.602515408,0.143499043,0.147941207,0.897041919,1.333,0.004229244,0.001240822,3.48E-08,0.090322415
Electricity; at grid; generation mix - Public Service Company of New Mexico,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Arkoma,"iron production, blast furnace","coal extraction and processing - Powder River Basin, SUB, Surface",0.070163699,0.077522649,0.039864097,0.84825515,0.045991838,0.602099424,0.144410682,0.108505871,0.856045327,1.5078,0.003457398,0.001218669,3.86E-08,0.080091415
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - San Juan,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Surface",0.079031069,0.076920465,0.04111319,0.856354478,0.043696771,0.427612912,0.153989785,0.103961141,0.994330406,1.1244,0.00322491,0.001196051,2.73E-08,0.066138737
Electricity; at grid; generation mix - Bonneville Power Administration,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Surface",0.081385082,0.076382919,0.03337182,0.84919437,0.048446407,0.449273867,0.146350174,0.111148278,0.858750008,0.8288,0.002626921,0.001185191,2.47E-08,0.055295289
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - West/Northwest, WC, Surface",0.069378862,0.075896655,0.037349676,0.801168444,0.033690054,0.549662529,0.163026849,0.11342303,0.873988371,1.0048,0.003173854,0.001145629,2.31E-08,0.074587206
Electricity; at grid; generation mix - ISO-NE,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.052861623,0.07628642,0.038287837,0.878880171,0.018613282,0.576228522,0.150381728,0.069208246,0.760875426,0.9948,0.002736864,0.001139563,2.66E-08,0.062202716
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, SUB, Surface",0.078285083,0.075727804,0.042074728,0.875291601,0.012872721,0.49295306,0.150129998,0.091770954,0.97978086,1.0865,0.003047137,0.001164417,2.66E-08,0.061087254
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - San Juan,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Processing",0.074510708,0.076952542,0.035290204,0.842973766,0.049130668,0.47772498,0.153912814,0.147388646,0.805525545,1.1467,0.003376706,0.001212278,2.84E-08,0.068435525
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Surface",0.059193491,0.073946873,0.034407716,0.848242242,0.0212654,0.599587848,0.140625208,0.114333503,0.837241949,1.2187,0.003834021,0.001217895,2.84E-08,0.083465898
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.082518025,0.076227937,0.035741414,0.832150227,0.035912836,0.496325735,0.153229457,0.062543407,0.960128746,1.0529,0.003115918,0.001230852,2.49E-08,0.077400317
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, SUB, Surface",0.089758636,0.076713938,0.042877649,0.866273166,0.046177624,0.562182546,0.14577495,0.100638811,1.000063171,1.0197,0.002627969,0.001115055,2.23E-08,0.064307346
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Processing",0.064417805,0.075491513,0.038657989,0.839501812,0.021807424,0.500790873,0.146867673,0.136992775,0.848641113,1.2728,0.003868769,0.001220594,3.50E-08,0.076867018
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, WC, Surface",0.05271331,0.076343452,0.042250718,0.870035451,0.035709747,0.537814042,0.148923947,0.12861348,0.891231499,1.0658,0.00312943,0.001086258,2.84E-08,0.067429713
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Processing",0.070219331,0.075949232,0.036388441,0.908399009,0.036427144,0.596504736,0.153340236,0.058305784,0.874335338,1.2593,0.003666233,0.001152264,3.30E-08,0.074561699
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Surface",0.065914366,0.07515137,0.038437478,0.807215737,0.048611154,0.597745577,0.148353648,0.075664813,1.025436317,1.0225,0.003195971,0.001145471,2.33E-08,0.074746875
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Gulf Lignite, LIG, Surface",0.067592219,0.075901229,0.03951298,0.836060494,0.042235826,0.523358928,0.142972326,0.138682879,0.79206613,1.2046,0.003406235,0.001224286,2.87E-08,0.074416738
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Surface",0.07912996,0.077325092,0.043364565,0.83202436,0.047928776,0.461009132,0.148301929,0.050774405,0.918909381,1.0399,0.003599689,0.001256677,2.45E-08,0.084962422
Electricity; at grid; generation mix - Salt River Project Agricultural Improvement and Power District,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, WC, Surface",0.083104488,0.076720351,0.039783153,0.851522492,0.027012475,0.562876936,0.150477834,0.086217199,1.006135268,1.0997,0.002984414,0.001205232,2.82E-08,0.065542331
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Uinta,"iron production, blast furnace","coal extraction and processing - Import, SUB, Surface",0.085511072,0.076309449,0.033996466,0.825007445,0.025021431,0.613048606,0.159058662,0.103432834,0.965959415,0.9769,0.002651858,0.001117494,2.33E-08,0.056467923
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Southern Appalachia, BIT, Underground",0.073963548,0.075720566,0.036441079,0.894602102,0.020874916,0.524858023,0.152009191,0.067625446,1.012082568,0.9687,0.002967811,0.001099244,2.17E-08,0.070012117
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Surface",0.058821208,0.075744431,0.037445522,0.880797741,0.027984535,0.532386721,0.154280942,0.147805351,0.756823885,1.2058,0.003925683,0.00119431,3.21E-08,0.084937071
Electricity; at grid; generation mix - Tennessee Valley Authority,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Underground",0.065030225,0.076079991,0.03309305,0.822311509,0.0482952,0.525174008,0.154423462,0.052509402,0.977421038,1.1587,0.003378946,0.001222093,3.00E-08,0.065445233
Electricity; at grid; generation mix - Florida Power & Light Co.,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Processing",0.065323761,0.076907462,0.039089085,0.84044623,0.045436361,0.502417754,0.150937347,0.149645656,0.892236911,1.0691,0.00307495,0.001204209,2.33E-08,0.070074024
Electricity; at grid; generation mix - Tennessee Valley Authority,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Processing",0.069205605,0.07741629,0.03564782,0.852319497,0.011943859,0.528838446,0.158883175,0.074425372,1.024804718,0.8756,0.002465653,0.001076825,2.25E-08,0.052237311
Electricity; at grid; generation mix - South Carolina Public Service Authority,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Underground",0.07017891,0.076704272,0.037120143,0.833997133,0.025081777,0.574087171,0.144152202,0.063041098,0.760384126,1.3153,0.002683663,0.001108168,3.28E-08,0.060150773
Electricity; at grid; generation mix - Tampa Electric Company,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.057154079,0.076083058,0.041618626,0.885229922,0.032811788,0.529375882,0.150720272,0.135331342,0.87527357,1.24,0.00334686,0.001159815,2.55E-08,0.072125773
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Surface",0.053544092,0.07602369,0.034971535,0.83395087,0.03564181,0.40846181,0.149051285,0.143831384,0.809173177,1.0587,0.003157758,0.001186898,2.77E-08,0.062555882
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - West/Northwest, WC, Surface",0.088842908,0.074894139,0.035106803,0.857601832,0.029459378,0.676326653,0.146541606,0.070308586,0.882367803,1.0814,0.002704435,0.001122713,2.32E-08,0.066147499
Electricity; at grid; generation mix - Tennessee Valley Authority,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Fort Worth,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, SUB, Surface",0.080347636,0.0750283,0.037769546,0.825600794,0.047580451,0.552589817,0.157530387,0.10453501,0.951026247,1.1862,0.003469683,0.001234392,3.05E-08,0.068034923
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Gulf Lignite, LIG, Surface",0.071402869,0.076283847,0.040643453,0.851744387,0.036615305,0.454288952,0.148473802,0.122036192,0.914458302,0.9287,0.002890731,0.001113175,2.17E-08,0.068003934
Electricity; at grid; generation mix - NorthWestern Corporation,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Surface",0.0828557,0.076777828,0.038416399,0.859164522,0.013259164,0.557538576,0.150297867,0.114093735,0.79763207,1.2284,0.003017466,0.001097294,3.38E-08,0.061545246
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Underground",0.089017053,0.074521928,0.040295293,0.78292078,0.012840935,0.467664998,0.152063805,0.135918939,0.860575879,1.0753,0.003362791,0.001292138,2.75E-08,0.080344872
Electricity; at grid; generation mix - Western Area Power Administration - Desert Southwest Region,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.080320674,0.075442214,0.040501159,0.833946052,0.039566546,0.598011951,0.148122989,0.112591648,0.993383858,0.6682,0.002010526,0.001083438,2.02E-08,0.04916733
Electricity; at grid; generation mix - PacifiCorp West,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Underground",0.054797881,0.076289218,0.040340341,0.881852407,0.024610262,0.570630553,0.151990969,0.14653846,0.989047378,0.7108,0.001931508,0.001041659,1.71E-08,0.049271028
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Processing",0.052206247,0.076139447,0.041979143,0.843103963,0.023894378,0.611877461,0.152617098,0.051555105,0.883522285,0.941,0.002566026,0.001074828,2.24E-08,0.054882535
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, BIT, Underground",0.085023631,0.075379791,0.036802925,0.814479904,0.012537157,0.647236673,0.156210204,0.052555604,1.001783702,1.1147,0.003861597,0.001193851,2.40E-08,0.096595235
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.084269889,0.076088044,0.034897411,0.80839859,0.019154522,0.552311208,0.140869094,0.105695451,0.96191471,1.0521,0.00298406,0.001136346,2.93E-08,0.061835183
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Gulf,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Processing",0.06516441,0.07633723,0.042287113,0.82741346,0.015047514,0.537268165,0.150177202,0.127449013,0.923807457,0.8107,0.002774579,0.001127749,1.77E-08,0.083929357
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Surface",0.069744794,0.075752253,0.03916634,0.875198689,0.010542406,0.57804387,0.159162863,0.064584946,0.855229094,0.7629,0.002198106,0.001071634,1.69E-08,0.054856875
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Underground",0.066026131,0.074913095,0.042210666,0.829634791,0.027237549,0.616885641,0.149785963,0.095038972,0.940578377,0.9581,0.00263076,0.001096878,2.29E-08,0.055963888
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Surface",0.088465104,0.077160897,0.042630375,0.883311593,0.020514368,0.563308879,0.146215155,0.077008627,0.824982001,0.9732,0.002836149,0.00117441,2.22E-08,0.074691827
